"sku";"nombre_tecnico_seo";"estado_staging";"marca";"referencia_fabricante";"enlace_producto_oficial";"enlace_ficha_tecnica";"enlace_imagen_directa";"estado_derechos_imagen";"referencia_permiso_imagen";"datos_confirmados";"observaciones";"nombre_provisional_original"
"SRT-PENDING-41719E3AD7A9";"Cable Media Tensión Aluminio XLPE 500 kcmil 15 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-350-kcmil-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/589/b08fba9390361572.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (94% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 350 KCMIL 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 500 kcmil"
"SRT-PENDING-2E1E744FA0B7";"Cable Media Tensión Aluminio XLPE 2 AWG 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 2 AWG"
"SRT-PENDING-A4394BCB4A1A";"Cable Media Tensión Aluminio XLPE 1/0 AWG 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 1/0 AWG"
"SRT-PENDING-B957BF39DB5A";"Cable Media Tensión Aluminio XLPE 2/0 AWG 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 2/0 AWG"
"SRT-PENDING-4A63CBD45621";"Cable Media Tensión Aluminio XLPE 3/0 AWG 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 3/0 AWG"
"SRT-PENDING-C08BCCBE5E8A";"Cable Media Tensión Aluminio XLPE 4/0 AWG 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 4/0 AWG"
"SRT-PENDING-DA1DDA0F1AE4";"Cable Media Tensión Aluminio XLPE 350 kcmil 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 350 kcmil"
"SRT-PENDING-FC3EF16AF7AB";"Cable Media Tensión Aluminio XLPE 500 kcmil 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 500 kcmil"
"SRT-PENDING-3D4135D6F164";"Cable Media Tensión Aluminio XLPE 2 AWG 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 2 AWG"
"SRT-PENDING-27662CB9D45E";"Cable Media Tensión Aluminio XLPE 1/0 AWG 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 1/0 AWG"
"SRT-PENDING-DA11D6041422";"Cable Media Tensión Aluminio XLPE 2/0 AWG 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 2/0 AWG"
"SRT-PENDING-1DCABF714A1D";"Cable Media Tensión Aluminio XLPE 3/0 AWG 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 3/0 AWG"
"SRT-PENDING-36B099E7846C";"Cable Media Tensión Aluminio XLPE 4/0 AWG 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (78% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV 133% PC PVC 2 AWG"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE hilos 15 kV 133% N=1/3 PVC 4/0 AWG"
"SRT-PENDING-4DC0746ECBFB";"Cable Media Tensión Aluminio XLPE 250 kcmil 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 250 kcmil"
"SRT-PENDING-46F0BDD5F53E";"Cable Media Tensión Aluminio XLPE 350 kcmil 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 350 kcmil"
"SRT-PENDING-A4E8ED35EE7F";"Cable Media Tensión Aluminio XLPE 500 kcmil 15 kV 133% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 500 kcmil"
"SRT-PENDING-2D373E3FD73E";"Cable Media Tensión Aluminio XLPE 70 mm_ 8,7/15 kV 100% Neutro 25 mm_";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-4-0-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38468/a7b90be46d857340.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (75% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 4/0 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 70 mm2"
"SRT-PENDING-DAA55C842BE3";"Cable Media Tensión Aluminio XLPE 95 mm_ 8,7/15 kV 100% Neutro 25 mm_";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-4-0-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38468/a7b90be46d857340.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (75% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 4/0 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 95 mm2"
"SRT-PENDING-590D4330D95C";"Cable Media Tensión Aluminio XLPE 120 mm_ 8,7/15 kV 100% Neutro 25 mm_";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-4-0-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38468/a7b90be46d857340.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (75% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 4/0 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 120 mm2"
"SRT-PENDING-5F2E45451001";"Cable Media Tensión Aluminio XLPE 185 mm_ 8,7/15 kV 100% Neutro 25 mm_";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-4-0-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38468/a7b90be46d857340.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (75% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 4/0 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 185 mm2"
"SRT-PENDING-D9FD95B83E59";"Cable Media Tensión Aluminio XLPE 200 mm_ 8,7/15 kV 100% Neutro 25 mm_";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/cable-media-tension-aluminio-90-c-xlpe-15kv-no-4-0-100-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38468/a7b90be46d857340.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (75% familia/material/color) tomada de ""MEDIA TENSION ALUMINIO 90C XLPE 15KV NO 4/0 100% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm 200mm2 PVC"
"SRT-PENDING-898C94937850";"Cable Media Tensión Aluminio XLPE 250 kcmil 15 kV 100% Neutro Concéntrico N=1/3";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-aluminio-90-c-xlpe-15kv-133-pc-pvc-2-awg";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/40444/e5f2f8547c565915.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (92% familia, material AL) tomada de ""Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 250 kcmil"
"SRT-PENDING-490B7CE2806B";"Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 100% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 2/0 100% PC PVC"
"SRT-PENDING-3222B7A7CFD2";"Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 100% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 4/0 100% PC PVC"
"SRT-PENDING-56FC23BAFC07";"Cable Media Tensión Cobre XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 1/0 133% PC PVC"
"SRT-PENDING-9204397946C1";"Cable Media Tensión Cobre XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 2/0 133% PC PVC"
"SRT-PENDING-E328104BC9F1";"Cable Media Tensión Cobre XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 3/0 133% PC PVC"
"SRT-PENDING-D48C9ED890D3";"Cable Media Tensión Cobre XLPE 4/0 AWG 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 4/0 133% PC PVC"
"SRT-PENDING-BC7AB6C0DB1B";"Cable Media Tensión Cobre XLPE 250 kcmil 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 250 133% PC PVC"
"SRT-PENDING-2D3B75775E4F";"Cable Media Tensión Cobre XLPE 350 kcmil 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 350 133% PC PVC"
"SRT-PENDING-C5F8C46F6DF4";"Cable Media Tensión Cobre XLPE 500 kcmil 35 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-2-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/592/0022cf6b71983686.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 2 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 500 133% PC PVC"
"SRT-PENDING-A1EEF1269335";"Cable Media Tensión Cobre XLPE 1/0 AWG 15 kV 100%";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-1-0-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38470/9ba62d48d1c902fb.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (83% familia/material/color) tomada de ""MEDIA TENSION COBRE 90C XLPE 15KV NO 1/0 133% PC PVC"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Media Tensión Cobre XLPE 1/0 AWG 15kV 100% PH"
"SRT-PENDING-2D40F0A1D1B6";"Cable Media Tensión Cobre XLPE 1/0 AWG 15 kV 133% Pantalla de Cobre";"pendiente_investigacion";"Procables/Facelec/Powercable";"";"https://cablescolombia.com/producto/media-tension-cobre-90-c-xlpe-15kv-no-1-0-133-pc-pvc";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/38470/9ba62d48d1c902fb.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 76% con ""MEDIA TENSION COBRE 90C XLPE 15KV NO 1/0 133% PC PVC"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Media Tensión Cobre XLPE 1/0 AWG 15kV 133% PC"
